status,running-time,converged,first-run,variant-type,run-number,jvm-invocation,benchmark,label,machine
Steady-state,1391,true,false,ortho,5,10,bloat,6->arraylist,m1
Startup,2129,false,true,ortho,0,11,bloat,6->arraylist,m1
Warmup,1682,false,false,ortho,1,11,bloat,6->arraylist,m1
Warmup,1413,false,false,ortho,2,11,bloat,6->arraylist,m1
Warmup,1407,false,false,ortho,3,11,bloat,6->arraylist,m1
Warmup,1423,false,false,ortho,4,11,bloat,6->arraylist,m1
Steady-state,1391,true,false,ortho,5,11,bloat,6->arraylist,m1
Startup,2115,false,true,ortho,0,12,bloat,6->arraylist,m1
Warmup,1591,false,false,ortho,1,12,bloat,6->arraylist,m1
Warmup,1348,false,false,ortho,2,12,bloat,6->arraylist,m1
Warmup,1332,false,false,ortho,3,12,bloat,6->arraylist,m1
Warmup,1340,false,false,ortho,4,12,bloat,6->arraylist,m1
Steady-state,1321,true,false,ortho,5,12,bloat,6->arraylist,m1
Startup,2097,false,true,ortho,0,13,bloat,6->arraylist,m1
Warmup,1624,false,false,ortho,1,13,bloat,6->arraylist,m1
Warmup,1366,false,false,ortho,2,13,bloat,6->arraylist,m1
Warmup,1365,false,false,ortho,3,13,bloat,6->arraylist,m1
Warmup,1395,false,false,ortho,4,13,bloat,6->arraylist,m1
Steady-state,1352,true,false,ortho,5,13,bloat,6->arraylist,m1
Startup,2168,false,true,ortho,0,14,bloat,6->arraylist,m1
Warmup,1657,false,false,ortho,1,14,bloat,6->arraylist,m1
Warmup,1417,false,false,ortho,2,14,bloat,6->arraylist,m1
Warmup,1415,false,false,ortho,3,14,bloat,6->arraylist,m1
Warmup,1435,false,false,ortho,4,14,bloat,6->arraylist,m1
Steady-state,1398,true,false,ortho,5,14,bloat,6->arraylist,m1
Startup,2093,false,true,ortho,0,15,bloat,6->arraylist,m1
Warmup,1644,false,false,ortho,1,15,bloat,6->arraylist,m1
Warmup,1402,false,false,ortho,2,15,bloat,6->arraylist,m1
Warmup,1385,false,false,ortho,3,15,bloat,6->arraylist,m1
Warmup,1393,false,false,ortho,4,15,bloat,6->arraylist,m1
Steady-state,1366,true,false,ortho,5,15,bloat,6->arraylist,m1
Startup,2087,false,true,ortho,0,16,bloat,6->arraylist,m1
Warmup,1611,false,false,ortho,1,16,bloat,6->arraylist,m1
Warmup,1376,false,false,ortho,2,16,bloat,6->arraylist,m1
Warmup,1365,false,false,ortho,3,16,bloat,6->arraylist,m1
Warmup,1382,false,false,ortho,4,16,bloat,6->arraylist,m1
Steady-state,1355,true,false,ortho,5,16,bloat,6->arraylist,m1
Startup,2140,false,true,ortho,0,17,bloat,6->arraylist,m1
Warmup,1640,false,false,ortho,1,17,bloat,6->arraylist,m1
Warmup,1403,false,false,ortho,2,17,bloat,6->arraylist,m1
Warmup,1394,false,false,ortho,3,17,bloat,6->arraylist,m1
Warmup,1389,false,false,ortho,4,17,bloat,6->arraylist,m1
Steady-state,1363,true,false,ortho,5,17,bloat,6->arraylist,m1
Startup,2126,false,true,ortho,0,18,bloat,6->arraylist,m1
Warmup,1740,false,false,ortho,1,18,bloat,6->arraylist,m1
Warmup,1463,false,false,ortho,2,18,bloat,6->arraylist,m1
Warmup,1450,false,false,ortho,3,18,bloat,6->arraylist,m1
Warmup,1458,false,false,ortho,4,18,bloat,6->arraylist,m1
Steady-state,1440,true,false,ortho,5,18,bloat,6->arraylist,m1
Startup,2088,false,true,ortho,0,19,bloat,6->arraylist,m1
Warmup,1682,false,false,ortho,1,19,bloat,6->arraylist,m1
Warmup,1405,false,false,ortho,2,19,bloat,6->arraylist,m1
Warmup,1390,false,false,ortho,3,19,bloat,6->arraylist,m1
Warmup,1409,false,false,ortho,4,19,bloat,6->arraylist,m1
Steady-state,1375,true,false,ortho,5,19,bloat,6->arraylist,m1
Startup,2095,false,true,original,0,0,bloat,original,m1
Warmup,1606,false,false,original,1,0,bloat,original,m1
Warmup,1343,false,false,original,2,0,bloat,original,m1
Warmup,1361,false,false,original,3,0,bloat,original,m1
Warmup,1341,false,false,original,4,0,bloat,original,m1
Steady-state,1318,true,false,original,5,0,bloat,original,m1
Startup,2193,false,true,original,0,1,bloat,original,m1
Warmup,1638,false,false,original,1,1,bloat,original,m1
Warmup,1395,false,false,original,2,1,bloat,original,m1
Warmup,1387,false,false,original,3,1,bloat,original,m1
Warmup,1411,false,false,original,4,1,bloat,original,m1
Steady-state,1369,true,false,original,5,1,bloat,original,m1
Startup,2168,false,true,original,0,2,bloat,original,m1
